objID,ra,dec,type,u_mag,g_mag,r_mag,i_mag,z_mag,specObjID,clean
1237645879577477603,49.293500459935,1.27130491852261,6,23.02791,22.77362,22.11692,22.05575,21.45557,0,1
1237645879577542677,49.3507126965709,1.27295026760064,6,24.25972,22.10959,20.37483,19.33109,18.79956,0,1
1237645879577543135,49.402322099663,1.27077577742906,6,26.24282,23.00101,21.39886,20.00056,19.18011,0,1
1237645941296398338,60.5015729583459,-1.16666002959664,6,19.26485,17.52097,16.78117,16.49241,16.34508,0,1
1237645941296398341,60.5046583795944,-1.14198631181747,6,15.82742,14.53615,14.02591,13.80211,13.71077,0,1
1237645941296398342,60.5021877899223,-1.13715512223938,6,24.92093,22.99487,21.14528,19.48281,18.52189,0,1
1237645941296398346,60.5107491030971,-1.21672893626024,6,18.58157,17.21281,16.58603,16.31232,16.1616,0,1
1237645941296398349,60.5143024574155,-1.07755001056233,6,16.53809,15.22989,14.72887,14.53543,14.45032,0,1
1237645941296398352,60.5221254589512,-1.19363802453028,6,17.22351,15.39987,14.61726,14.32383,14.16739,0,1
1237645941296398354,60.5256972984212,-1.12466851534812,6,19.06962,17.28118,16.41578,16.04684,15.83659,0,1
1237645941296398361,60.5295639010914,-1.23533205968637,6,17.3602,16.0151,15.41605,15.17644,15.04895,0,1
1237645941296398362,60.5287602306723,-1.23411952565017,6,22.7917,19.5508,18.18068,17.60745,17.25404,0,1
1237645941296398365,60.5327383717779,-1.22467399840029,6,17.17296,15.5447,14.80746,14.50812,14.34193,0,1
1237645941296398368,60.547960837636,-1.11571893503507,6,18.88382,17.36508,16.64719,16.32532,16.17211,0,1
1237645941296398371,60.5503981083184,-1.11342986473692,6,22.14545,22.02528,22.19055,22.23158,22.54541,0,1
1237645941296398375,60.5627253023565,-1.18436907998309,6,18.20564,16.88581,16.19658,15.86474,15.68054,0,1
1237645941296398376,60.5595187913285,-1.18409591557425,6,18.71895,17.31073,16.65394,16.36321,16.20613,0,1
1237645941296398387,60.5832647977838,-1.15039604144133,6,18.34244,16.42756,15.62546,15.32257,15.16596,0,1
1237645941296398390,60.5733947414769,-1.14905084952943,6,24.54594,24.91152,22.49871,21.75903,21.80135,0,1
1237645941296398391,60.5752289415021,-1.150847796981,6,24.66468,22.92944,22.63472,22.15778,22.61256,0,1
1237645941296398394,60.577162430918,-1.15279195413535,6,24.63467,22.47687,21.58878,20.53573,23.01102,0,1
1237645941296398395,60.5899760391721,-1.15726207842031,6,24.11366,23.39118,22.4937,21.33934,20.84826,0,1
1237645941296398399,60.6415274345339,-1.06061036196166,6,18.76211,17.54424,16.99674,16.76851,16.65333,0,1
1237645941296398401,60.6452572941472,-1.12435818726061,6,17.26794,15.79754,15.1972,14.95367,14.84258,0,1
1237645941296398416,60.5193495449923,-1.18329572491121,6,22.24113,19.77231,18.2793,17.51402,17.05796,0,1
1237645941296398417,60.5208950099082,-1.18505162728001,6,23.60591,20.82341,19.52364,18.95907,18.6886,0,1
1237645941296398419,60.5245557815729,-1.09076078492229,6,23.03318,19.88127,18.32957,17.58148,17.19764,0,1
1237645941296398420,60.5286075373258,-1.19631629619348,6,21.25576,20.01028,19.49097,19.28614,19.19176,0,1
1237645941296398422,60.5314063754514,-1.1711714536687,6,20.56318,18.79624,17.97165,17.60641,17.4108,0,1
1237645941296398424,60.5399175798222,-1.15858725765406,6,19.9498,17.75246,16.84193,16.49976,16.31094,0,1
1237645941296398426,60.5413006825261,-1.07373743536713,6,20.1455,17.62544,16.4448,15.97813,15.6918,0,1
1237645941296398428,60.5518389311789,-1.07894198862833,6,20.23329,18.71467,17.99572,17.70091,17.54138,0,1
1237645941296398430,60.5639888957971,-1.15878754735177,6,21.05882,18.77084,17.6973,17.23849,16.96332,0,1
1237645941296398433,60.5698903149638,-1.12319586048123,6,23.42181,19.82507,18.30152,17.05776,16.39325,0,1
1237645941296398436,60.57049684498,-1.21268882172749,6,20.9414,19.38787,18.64841,18.34745,18.158,0,1
1237645941296398438,60.5830991355421,-1.12891700758671,6,21.90222,19.32437,18.11991,17.58418,17.2756,0,1
1237645941296398442,60.5907025875806,-1.09724885425524,6,19.73263,18.41865,17.86407,17.62936,17.50654,0,1
1237645941296398444,60.5980401328215,-1.15960708643537,6,21.26375,19.28986,18.31086,17.93053,17.7135,0,1
1237645941296398447,60.5989416213367,-1.23622240980132,6,20.98489,19.30061,18.50483,18.16439,18.03785,0,1
1237645941296398450,60.5998095339344,-1.22941915286843,6,20.23844,17.42716,15.91669,14.72738,14.09203,0,1
1237645941296398455,60.6039274115293,-1.14150363874879,6,22.39303,20.01845,18.90132,18.49661,18.23927,0,1
1237645941296398456,60.6048112596504,-1.14086491145049,6,20.84349,19.66728,19.16969,18.92159,18.81474,0,1
1237645941296398458,60.6144756054761,-1.1445419010729,6,20.5466,19.08762,18.38413,18.06996,17.86213,0,1
1237645941296398460,60.6233224311066,-1.204153182619,6,19.59676,17.05894,15.94951,15.55734,15.32219,0,1
1237645941296398462,60.6295424083713,-1.12687154189174,6,19.91655,18.63886,18.03606,17.78211,17.67008,0,1
1237645941296398464,60.6312506371715,-1.23270860657508,6,20.84719,18.16819,16.72001,16.11864,15.75068,0,1
1237645941296398466,60.638430627092,-1.10606144882556,6,20.38272,18.95599,18.32707,18.07609,17.94397,0,1
1237645941296398467,60.6388309151749,-1.12628185912178,6,21.06825,19.91928,19.47446,19.23903,19.06289,0,1
1237645941296398468,60.6438602955709,-1.21521242277988,6,22.01721,20.04212,19.2211,18.8819,18.66643,0,1
1237645941296398474,60.5198024088931,-1.21994692961186,6,23.08046,20.33136,18.88792,17.5013,16.75035,0,1
1237645941296398476,60.5232402728398,-1.14743699940616,6,23.48007,20.11703,18.54058,17.43263,16.82732,0,1
1237645941296398479,60.5403830710414,-1.24169891088066,6,24.24885,21.03764,19.42146,18.36579,17.76792,0,1
1237645941296398480,60.540092471904,-1.24011251750507,6,21.83538,21.19769,21.09529,21.15337,22.04473,0,1
1237645941296398483,60.5479870234821,-1.2109362788732,6,23.14719,20.2759,18.63371,17.81938,17.36688,0,1
1237645941296398484,60.5464216354897,-1.20963605006321,6,24.11338,24.30804,21.59547,20.13777,19.23798,0,1
1237645941296398486,60.5508098515985,-1.19456957056965,6,22.52139,20.31401,19.04978,18.53519,18.20786,0,1
1237645941296398487,60.5538112142292,-1.08732362278458,6,23.48523,21.14173,19.66346,19.00076,18.64967,0,1
1237645941296398489,60.5841572836674,-1.14629284104717,6,23.04387,20.57376,18.95508,18.02784,17.45527,0,1
1237645941296398492,60.5948585941442,-1.24095843933032,6,23.46574,24.20282,22.2685,22.17109,21.67084,0,1
1237645941296398496,60.6008881355332,-1.07266360611073,6,22.73764,20.54898,19.63708,19.27408,19.04608,0,1
1237645941296398498,60.6026233228654,-1.23733737830326,6,22.63947,20.1933,18.70673,18.08501,17.67487,0,1
1237645941296398500,60.6319788540794,-1.16678010798912,6,24.0294,21.04125,19.36643,18.49782,17.93133,0,1
1237645941296398504,60.5123770558414,-1.06358906049166,6,25.21241,21.39107,19.8273,18.9699,18.51296,0,1
1237645941296398506,60.5186896064195,-1.24302769841829,6,23.35813,21.86225,20.35168,18.69376,17.74308,0,1
1237645941296398507,60.5386664377199,-1.08504267200955,6,24.55011,22.20913,20.5852,19.22218,18.53605,0,1
1237645941296398509,60.5446679293782,-1.12903864316724,6,23.98487,21.5665,19.85043,18.67777,17.99681,0,1
1237645941296398513,60.5716326848175,-1.07364589162318,6,23.28088,22.60458,21.03336,19.4557,18.55117,0,1
1237645941296398515,60.5952957933731,-1.21993703705179,6,24.62178,21.7252,20.15076,19.1369,18.57954,0,1
1237645941296398517,60.6211891860952,-1.17613902336894,6,24.89611,21.98169,20.37946,18.7039,17.77792,0,1
1237645941296398520,60.6403383936128,-1.1815301013812,6,23.69022,21.44117,19.76702,18.57801,17.9101,0,1
